reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
53286c60-e18f-4399-b5c8-368ea88be589,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Guys yang baca ulasan gua... Percaya atau enggak pvz gamenya udah dari lama di buang ama ea... Developer ea cuman mau duit kalean doang...,1,0,3.5.3,2024-07-17 12:48:24,,,3.5.3
0fe40ea6-e030-4ecb-8f72-6374c160c8ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kurang di perbaiki,5,0,,2024-07-17 11:11:15,,,
b5b66ca6-cba6-4cc3-bc01-ea7cd28df213,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat menyenangkan untuk dimainkan,5,0,,2024-07-17 05:11:58,,,
e327b3da-c2d0-49e5-bb85-f83b4cb79530,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Banyak iklannya lah mles aku tak APUS lgi aplikasinya,2,0,,2024-07-17 04:43:56,,,
f4f4b992-06cb-4c24-9eb3-92e777ae807c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,,2024-07-16 14:55:48,,,
b94f5408-317e-46ba-8ea1-b63840b01826,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gembya seru. Tapi level Trakhir zombinya GK habis2 dn kalah terus dn pasti kalah. dn zombinya banyak banget. Gk Kelayan Ama senjata. Kayaknya GK ada solusi. Semua cara sudah dilakukan bhkn sampai brbulan2 saya ulangi terus gitu2 aja zombinya GK ada kesudahn. Makin banyak makin banyak hingga puluh ribuan.,3,0,3.5.5,2024-07-16 11:33:09,,,3.5.5
67b69931-fee8-4f4a-ac45-bcddcb811e3a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gemnya seru banget tapi kelamaan main pas mau main lagi kok ada bug jadi bisa dikurangi bug nya,4,0,3.5.5,2024-07-16 09:45:42,,,3.5.5
5fa81481-bead-42dc-bbd9-607356e0ae46,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,BAGOSSS KALIANN HARUS DONWLODDD!!!!!!!!!!!!!,5,0,,2024-07-16 06:21:55,,,
445a9f85-2aa8-4277-a17c-325994a66ac5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kk mau nanya knp di hp tipe Baru gak bisa di mainkan? pdhl HP saya Samsung galaxy A05s? hnya bisa dimainkan di HP model lama 😢,2,0,3.5.5,2024-07-16 03:55:27,,,3.5.5
25e163a2-a098-4b46-9e46-eb966fd2c7e8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gk bisa d buka,1,0,3.5.5,2024-07-15 15:48:26,,,3.5.5
9f54ca0b-b89b-4fee-880c-d6b5611a3364,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,antap,5,0,,2024-07-15 15:06:20,,,
3e7cc485-cf17-4078-b487-43428e2d17c2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ok,5,0,,2024-07-15 10:38:45,,,
c8617bc9-6736-4002-9e8f-fea1e590dd25,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,0,,2024-07-15 08:57:59,,,
b336ccec-15ef-44b1-add6-cab7da772c01,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Permainan yang sangat seru dan ga mirip kartun 👍👍👍,1,0,3.5.5,2024-07-15 08:05:43,,,3.5.5
2512767c-fdaf-49dd-bc19-f46603165b00,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Seru banget,5,0,,2024-07-15 07:00:16,,,
0281e02f-b6ac-4666-96d1-85e1b545518a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pak mo protes saya pas udah jauh tiba² ngulang mohon di perbaiki,3,0,,2024-07-15 06:17:57,,,
35c60b48-f7f7-4518-a4bb-4a7e22fca864,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Seru parah, emg pvz gk prnh ngebosenin si, di game ini biarpun simple tpi benrr benr hrus main strategi. Tanamanya juga unik2 semua, juga untuk adventure 3 di tmbhin soalnya biar mkin seru gk monoton situ situ aja. Overall semua udh bagus",5,63,3.5.5,2024-07-15 01:57:13,,,3.5.5
682676ff-aeb5-404a-b04b-abaf6ab32283,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"full iklan, nyesel download, satu ketukan langsung iklan.. gak kaya dulu",1,0,3.5.5,2024-07-14 22:39:48,,,3.5.5
d8f1659f-6dae-4105-ad03-685d2eed249b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Seru sama gk ada bug juga aku udh tamat,5,0,,2024-07-14 15:40:23,,,
7a8eb26f-80a5-42eb-ba34-c5b6b4d81ebb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus sih bagus tapi batu nisan di lobbynya ilangin dong sama di pemilihan levelnay bukannya gimana yak tapi bukannya batu nisan itu dilarang yak？,5,0,,2024-07-14 12:59:30,,,
18162204-c515-4da5-8ae0-eb25ffc0bd6e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus geme ini 🗿👍,5,0,,2024-07-14 11:19:42,,,
a0df1341-7e88-4e93-a5da-ab048e2057c2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baguslah,5,0,,2024-07-14 09:12:25,,,
0606457b-a71c-4ec7-a4df-9758cc9be066,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,0,,2024-07-14 07:21:06,,,
b3f48727-8823-48e5-8a62-3e5fd1d5ab9b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Best,5,0,,2024-07-14 06:58:20,,,
d0ce6884-52c4-43ab-b0a9-cf36391077a9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Banyak Iklan,1,0,3.5.3,2024-07-14 02:46:46,,,3.5.3
b10afde1-31dc-4249-bc53-2122ad4977b1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gem nya udah bagus tapi tolong yang buat game ini tambahin level adventure nya. Kalo gak adventure juga bisa mini game nya tambahan.,5,0,,2024-07-13 22:10:49,,,
106f32dc-f67e-4a93-a3ba-751f1f0b0cea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat mengesakan,5,0,3.5.5,2024-07-13 20:31:14,,,3.5.5
cdddde25-2d09-4a22-95e7-13a25dd3fb09,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,godjob,5,0,,2024-07-13 20:22:46,,,
d54fd561-b112-45a3-b060-3b2ac1dea072,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Plants vs. Zombies,5,0,,2024-07-13 17:08:20,,,
d6be6ce9-bd93-41f6-9752-4f0b72a6fd40,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Terlalu banyak iklan.,4,0,3.5.5,2024-07-13 16:33:42,,,3.5.5
e0ebd288-b5fb-47a9-a0e8-a40948a212e8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Belum coba main moga sukses ya,3,0,,2024-07-13 15:56:40,,,
02f67e49-054f-452f-a6d5-dc928352a2cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,4,0,,2024-07-13 14:18:16,,,
d6442490-4996-4b44-a70e-43dedf06d8c2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good game i like it but please i want to play zuma ravange on android please release it on android,3,0,,2024-07-13 12:59:37,,,
f180a18c-a180-4b90-8844-cb17a041f10d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Buat orang orang yang ingin stage nya di naikin ada plants vs jombi 2 sama,4,0,,2024-07-13 12:52:47,,,
b7b078cb-997f-4efb-bba9-fa3373ed4c2f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ellonia,1,0,3.4.0,2024-07-13 10:57:54,,,3.4.0
e84dd432-afc4-4db8-b5fe-8cd169d8cc52,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong tambahin level nya biar nambah rintangan kalo sampai gitu bosen coba sampai level 1000 seribu kan seru gak bosen,5,0,,2024-07-13 10:01:38,,,
f4194e4d-b880-40ff-a7ce-920cb3d84070,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍👍s,5,0,3.5.3,2024-07-13 08:46:42,,,3.5.3
a6fb7670-fae8-404d-a76b-80f771613bb5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,GG GAMING GAK SIH INI GAME SERU BANGET APA LAGI KALO UDAH TAMAT AYO YANG UDAH TAMAT ANGKAT TANGAN,5,0,,2024-07-13 05:27:45,,,
b620d3d0-6feb-443c-813a-0a83103afaf9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,hi odo manm stresmen ya,5,0,,2024-07-13 05:20:16,,,
11ca0511-9650-4cf7-ab45-dcf093bdc7f2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,AnjayBagus,5,0,,2024-07-13 04:17:59,,,
644e9baf-e339-4b28-96e8-063c9e398b87,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Game nya seruuuu uuuu bgt sumpah gk bosen mainin ni game,5,0,,2024-07-13 03:33:32,,,
ef7f059f-8b52-47ee-90df-d7930755ece0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Thanks sudah menciptakan game ini dan mengisi kenangan saya di waktu kecil bersama teman-teman, atau pun sendirian, gk kerasa udh gede aja dan udah mulai bosan memainkan game nya, tolong dong di tambahin plants nya biar mantep, kayak di pvz 2 plants nya nambah terus",5,0,,2024-07-12 23:13:19,,,
a49e458e-5bb2-438c-9516-98dbad32fb49,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Masih kebanyakan iklanya,jadi tidak seru,iklan melulu iklan melulu",3,0,3.5.5,2024-07-12 17:19:34,,,3.5.5
9735c58c-8728-4c17-9338-e45ca23c65aa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Seruu,5,0,,2024-07-12 13:36:41,,,
c4bb08f6-7475-409d-aaf5-240d8b611087,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Permainan ini sangat bagus dan menyenangkan,5,0,,2024-07-12 13:08:45,,,
fe9ede98-4f60-4787-a4a7-9a4d37af7edd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya sangat menyukai game ini karena jagungnya,5,0,,2024-07-12 13:00:20,,,
4ffadfee-9c80-4429-97c6-7ae7dab51c39,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sudah beli Coint tapi tidak masuk, mohon bantuannya",1,0,3.5.5,2024-07-12 12:51:34,,,3.5.5
3713da1d-5aca-4e29-831b-796f8dd1584c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Game ini sangaaaaaaaaaaaaaat seru 😉😉😉😉😉😉,5,0,,2024-07-12 10:02:47,,,
260d719e-b84f-41f4-8f6f-ef650fb03ffb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat suka.tp bagaimana caranya bisa bunuh raja zombie nya,5,1,3.5.5,2024-07-12 09:56:53,,,3.5.5
47da2980-f4dd-4395-94d2-1040bed9e8fd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aku bikin bintang 4 bukan karna ini jelek tapi ini jika sudah tamat jadi bosan karena Tidak ada tantangan lagi 🤔🤨😐😒😤☹🙁😖😖☹👎👎👎,4,0,,2024-07-12 08:41:58,,,
2d5c6877-19c1-430f-b320-eacd9d814e8b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Permainan ini menurut q cukup bagus dan Menantang Q suka,5,0,,2024-07-12 06:31:12,,,
1440419b-4164-4b75-b26c-66a02c61dbc5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Seru.,5,0,,2024-07-12 05:21:23,,,
fc53f1c2-df12-41e3-9022-89c3550a91b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Game buat gabut ya lah,5,0,,2024-07-12 05:17:43,,,
4a972d72-bd74-4acf-be94-c1b8f603f774,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Game nya bagus kayak dulu,5,0,3.5.5,2024-07-12 02:28:50,,,3.5.5
6c6514fe-51ff-4871-aa10-13e28bd14d09,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap sampai lupa makan minum,5,0,,2024-07-12 01:37:41,,,
a2a3884a-4ab8-4ee7-831c-527c89a0ca8a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,3.5.3,2024-07-11 23:33:23,,,3.5.3
67b71dad-ceca-4b29-8c2e-e6d0cc9a9be1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Memang Terbaik Kau Man,5,0,,2024-07-11 20:34:40,,,
bb1e9bf3-51d5-4b1e-b8bf-f2be48fd00fb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Game ini sangat seru dan wort it buat game nostalgia,5,0,3.5.5,2024-07-11 14:19:23,,,3.5.5
f735f328-0ebf-4699-a3fe-eba14b0a119c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget ⭐⭐⭐⭐⭐😍😍😍😍😍😍,5,0,,2024-07-11 12:31:46,,,
bccdf096-71ed-432c-81ba-f1df843aa1b0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantab,5,0,,2024-07-11 11:38:27,,,
5dd5cccc-1377-4808-a0be-8b1492398d4b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,,2024-07-11 11:24:19,,,
0e87f731-c6a0-4346-a7b9-3739044cc251,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Dari SMP saya memainkan ini seru dan saya tak akan bosan hingga tua!❤️,5,0,,2024-07-11 10:08:03,,,
48732e65-fd77-4694-9747-19394439b6c2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Seru bgt tapi agak ngelag tapi suka bgt 😆,5,0,,2024-07-11 09:03:57,,,
a6b56f19-e754-4f40-837e-f309ea12d734,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus gamesnya gx bosenin,5,0,,2024-07-11 07:22:07,,,
1018c767-6db6-477f-8337-76f9c54bb88d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"BAGUS BGT,AKU SUKAA! UDAH GA LAMA MAIN PLANT VS ZOMBIE❤️❤️",5,0,3.5.5,2024-07-11 05:48:52,,,3.5.5
5ebc3d27-b981-4e5d-b276-22cea9670c9e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Seru banget gem ini,5,0,,2024-07-11 00:20:39,,,
a458349f-6e3e-492a-9e3d-202e2f8c31ac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Game nya bagus tapi akun ko hilang plish kembalikan akunku plis yang gedon,5,0,3.5.5,2024-07-10 22:27:10,,,3.5.5
